tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,store_and_fwd_flag,PULocationID,DOLocationID,fare_amount,tip_amount
01.01.2020 6:17:27,01.01.2020 6:27:36,2,1,65,No,107,100,9,0
01.01.2020 6:58:44,01.01.2020 7:02:23,1,0,7,No,170,107,4,5,0
01.01.2020 6:58:44,01.01.2020 6:59:50,1,0,02,No,261,261,2,5,0
01.01.2020 6:05:05,01.01.2020 6:11:14,1,0,94,No,246,100,6,0
01.01.2020 6:00:07,01.01.2020 6:21:36,1,3,32,No,164,231,15,5,0
01.01.2020 6:33:10,01.01.2020 7:06:57,1,5,9,No,161,226,25,0
01.01.2020 6:26:05,01.01.2020 6:31:33,1,0,97,No,68,234,6,0
01.01.2020 6:34:22,02.01.2020 5:34:56,1,0,77,No,263,141,5,0
01.01.2020 6:05:34,01.01.2020 6:05:58,1,0,No,61,61,2,5,0
01.01.2020 6:02:45,01.01.2020 6:12:55,1,0,51,No,48,48,7,5,0
01.01.2020 6:11:25,01.01.2020 6:12:02,1,0,02,No,164,164,2,5,0
01.01.2020 6:33:25,01.01.2020 6:35:28,1,0,17,No,79,79,3,5,0
01.01.2020 6:33:07,01.01.2020 6:34:11,1,0,No,4,4,3,0
01.01.2020 7:14:34,01.01.2020 7:14:58,2,0,06,No,161,161,2,5,0
01.01.2020 7:16:26,01.01.2020 7:22:04,1,0,71,No,161,100,23,0
01.01.2020 7:59:50,01.01.2020 8:00:22,5,0,05,No,107,107,2,5,0
01.01.2020 7:05:37,01.01.2020 7:19:43,1,1,9,No,224,68,10,5,2
01.01.2020 5:22:33,01.01.2020 5:28:55,2,1,2,No,263,43,6,5,2
